time/s	Ewe/V	<I>/mA	
6.355012301846873E+003	2.1501839E+000	-1.098969227574203E+001
6.370012302559335E+003	2.1490421E+000	-1.098967809498709E+001
6.385012303271797E+003	2.1477821E+000	-1.098979500528020E+001
6.400012303984258E+003	2.1465616E+000	-1.098990613007656E+001
6.415012304696720E+003	2.1454589E+000	-1.098993292476320E+001
6.430012305409182E+003	2.1441596E+000	-1.098988642602171E+001
6.445012306121644E+003	2.1430178E+000	-1.098975349171203E+001
6.460012306834105E+003	2.1417577E+000	-1.098984728303346E+001
6.475012307546567E+003	2.1405766E+000	-1.098975243923710E+001
6.490012308259029E+003	2.1393166E+000	-1.098970172881572E+001
6.505012308971491E+003	2.1380172E+000	-1.098964735399632E+001
6.520012309683952E+003	2.1370327E+000	-1.098964656893166E+001
6.535012310396414E+003	2.1357727E+000	-1.098985569266034E+001
6.550012311108876E+003	2.1346309E+000	-1.098981969476267E+001
6.565012311821338E+003	2.1333315E+000	-1.098975455168919E+001
6.580012312533800E+003	2.1322291E+000	-1.098994553818626E+001
6.595012313246261E+003	2.1310477E+000	-1.098997390999583E+001
6.610012313958723E+003	2.1299846E+000	-1.098993345856647E+001
6.625012314671185E+003	2.1288035E+000	-1.098972643393845E+001
6.640012315383647E+003	2.1274254E+000	-1.098966521987580E+001
6.655012316096108E+003	2.1264017E+000	-1.098992741278022E+001
6.670012316808570E+003	2.1251810E+000	-1.098959874852480E+001
6.685012317521032E+003	2.1239603E+000	-1.098965812097884E+001
6.700012318233494E+003	2.1230154E+000	-1.098976793542675E+001
6.715012318945955E+003	2.1217947E+000	-1.098983256783945E+001
6.730012319658417E+003	2.1205740E+000	-1.098985069299118E+001
6.745012320370879E+003	2.1192749E+000	-1.098966232668238E+001
6.760012321083341E+003	2.1180542E+000	-1.098983124642838E+001
6.775012321795803E+003	2.1167941E+000	-1.098995972479040E+001
6.790012322508264E+003	2.1156523E+000	-1.099005325429646E+001
6.805012323220726E+003	2.1145103E+000	-1.098989535686337E+001
6.820012323933188E+003	2.1132898E+000	-1.098975612207282E+001
6.835012324645650E+003	2.1120298E+000	-1.098990087151663E+001
6.850012325358111E+003	2.1108880E+000	-1.098970042418932E+001
6.865012326070573E+003	2.1097853E+000	-1.098961477508450E+001
6.880012326783035E+003	2.1086042E+000	-1.098962606544346E+001
6.895012327495497E+003	2.1073442E+000	-1.098959401702884E+001
6.910012328207958E+003	2.1062417E+000	-1.098952440249459E+001
6.925012328920420E+003	2.1051393E+000	-1.098958167444927E+001
6.940012329632882E+003	2.1039186E+000	-1.098967257194150E+001
6.955012330345344E+003	2.1028554E+000	-1.098984964089772E+001
6.970012331057806E+003	2.1016347E+000	-1.098958167254192E+001
6.985012331770267E+003	2.1003354E+000	-1.098970015779630E+001
7.000012332482729E+003	2.0990360E+000	-1.098979262681657E+001
7.015012333195191E+003	2.0977366E+000	-1.098966837030697E+001
7.030012333907653E+003	2.0963192E+000	-1.098962239443330E+001
7.045012334620114E+003	2.0952168E+000	-1.098976137020591E+001
7.060012335332576E+003	2.0939174E+000	-1.098999361672096E+001
7.075012336045038E+003	2.0926573E+000	-1.099004116590287E+001
7.090012336757500E+003	2.0913579E+000	-1.098997233452593E+001
7.105012337469961E+003	2.0899012E+000	-1.098985306573277E+001
7.120012338182423E+003	2.0884836E+000	-1.098982731690892E+001
7.135012338894885E+003	2.0872235E+000	-1.098971407762597E+001
7.150012339607347E+003	2.0858061E+000	-1.098965392277755E+001
7.165012340319809E+003	2.0844674E+000	-1.098956250254466E+001
7.180012341032270E+003	2.0830498E+000	-1.098944505743102E+001
7.195012341744732E+003	2.0816324E+000	-1.098950601285720E+001
7.210012342457194E+003	2.0803330E+000	-1.098965470657064E+001
7.225012343169656E+003	2.0789549E+000	-1.098971355615687E+001
7.240012343882117E+003	2.0775769E+000	-1.098949891383309E+001
7.255012344594579E+003	2.0761986E+000	-1.098949812686108E+001
7.270012345307041E+003	2.0746632E+000	-1.098948551000478E+001
7.285012346019503E+003	2.0732455E+000	-1.098948735428367E+001
7.300012346731965E+003	2.0719855E+000	-1.098956223157401E+001
7.315012347444426E+003	2.0705287E+000	-1.098960558230031E+001
7.330012348156888E+003	2.0692294E+000	-1.098956143951574E+001
7.345012348869350E+003	2.0678513E+000	-1.098945583484038E+001
7.360012349581812E+003	2.0663157E+000	-1.098944689929393E+001
7.375012350294273E+003	2.0649769E+000	-1.098943061269904E+001
7.390012351006735E+003	2.0635593E+000	-1.098945845553728E+001
7.405012351719197E+003	2.0619843E+000	-1.098953779818488E+001
7.420012352431659E+003	2.0607638E+000	-1.098942115619212E+001
7.435012353144120E+003	2.0593069E+000	-1.098931763790175E+001
7.450012353856582E+003	2.0578499E+000	-1.098953648669202E+001
7.465012354569044E+003	2.0563538E+000	-1.098953647880831E+001
7.480012355281506E+003	2.0549362E+000	-1.098950705821136E+001
7.495012355993968E+003	2.0535581E+000	-1.098922201209249E+001
7.510012356706429E+003	2.0522194E+000	-1.098906621426868E+001
7.525012357418891E+003	2.0508020E+000	-1.098923356770006E+001
7.540012358131353E+003	2.0496600E+000	-1.098916447285471E+001
7.555012358843815E+003	2.0481639E+000	-1.098930792339416E+001
7.570012359556276E+003	2.0467069E+000	-1.098920651030795E+001
7.585012360268738E+003	2.0452106E+000	-1.098936098087150E+001
7.600012360981200E+003	2.0437932E+000	-1.098936939456739E+001
7.615012361693662E+003	2.0422182E+000	-1.098918759843853E+001
7.630012362406123E+003	2.0408401E+000	-1.098907961580816E+001
7.645012363118585E+003	2.0393438E+000	-1.098910615465578E+001
7.660012363831047E+003	2.0378082E+000	-1.098912243184108E+001
7.675012364543509E+003	2.0363119E+000	-1.098912978886588E+001
7.690012365255971E+003	2.0347764E+000	-1.098907489028857E+001
7.705012365968432E+003	2.0332012E+000	-1.098891463308386E+001
7.720012366680894E+003	2.0315869E+000	-1.098902181500931E+001
7.735012367393356E+003	2.0301695E+000	-1.098905413274154E+001
7.750012368105818E+003	2.0286338E+000	-1.098906357958456E+001
7.765012368818279E+003	2.0270195E+000	-1.098913031809152E+001
7.780012369530741E+003	2.0255232E+000	-1.098912795488667E+001
7.795012370243203E+003	2.0238695E+000	-1.098917235681633E+001
7.810012370955665E+003	2.0224125E+000	-1.098923987593747E+001
7.825012371668126E+003	2.0206409E+000	-1.098926009675662E+001
7.840012372380588E+003	2.0191445E+000	-1.098925984079044E+001
7.855012373093050E+003	2.0173333E+000	-1.098923566794512E+001
7.870012373805512E+003	2.0157189E+000	-1.098932736436207E+001
7.885012374517974E+003	2.0141439E+000	-1.098943480403388E+001
7.900012375230435E+003	2.0124507E+000	-1.098933260855330E+001
7.915012375942897E+003	2.0109153E+000	-1.098939277268416E+001
7.930012376655359E+003	2.0092614E+000	-1.098953017934470E+001
7.945012377367821E+003	2.0075290E+000	-1.098969988924163E+001
7.960012378080282E+003	2.0061114E+000	-1.098962108904396E+001
7.975012378792744E+003	2.0044971E+000	-1.098953306783334E+001
7.990012379505206E+003	2.0028434E+000	-1.098953201790154E+001
8.005012380217668E+003	2.0012684E+000	-1.098947999382564E+001
8.020012380930129E+003	1.9995753E+000	-1.098948551445526E+001
8.035012381642591E+003	1.9979216E+000	-1.098938752099068E+001
8.050012382355053E+003	1.9963859E+000	-1.098931501720486E+001
8.065012383067515E+003	1.9946140E+000	-1.098931395671907E+001
8.080012383779977E+003	1.9929209E+000	-1.098943481229906E+001
8.095012384492438E+003	1.9911884E+000	-1.098934312084122E+001
8.110012385204900E+003	1.9895347E+000	-1.098941853066328E+001
8.125012385917362E+003	1.9880384E+000	-1.098925852878896E+001
8.140012386629824E+003	1.9864634E+000	-1.098943139941674E+001
8.155012387342285E+003	1.9848098E+000	-1.098947580223649E+001
8.170012388054747E+003	1.9831560E+000	-1.098930371985228E+001
8.185012388767209E+003	1.9813447E+000	-1.098935362778855E+001
8.200012389479671E+003	1.9796516E+000	-1.098933813070880E+001
8.215012390192132E+003	1.9779979E+000	-1.098923698045523E+001
8.230012390904594E+003	1.9762260E+000	-1.098924171665597E+001
8.245012391617056E+003	1.9744542E+000	-1.098918102876721E+001
8.260012392329518E+003	1.9724854E+000	-1.098926063144999E+001
8.275012393041980E+003	1.9705954E+000	-1.098937570560224E+001
8.290012393754441E+003	1.9687448E+000	-1.098926167871150E+001
8.305012394466903E+003	1.9669335E+000	-1.098938936043761E+001
8.320012395179365E+003	1.9651617E+000	-1.098930923272536E+001
8.335012395891827E+003	1.9631536E+000	-1.098942877159907E+001
8.350012396604288E+003	1.9612635E+000	-1.098915685960942E+001
8.365012397316750E+003	1.9594129E+000	-1.098941300876209E+001
8.380012398029212E+003	1.9574442E+000	-1.098942771238485E+001
8.395012398741674E+003	1.9556724E+000	-1.098940564766828E+001
8.410012399454135E+003	1.9539398E+000	-1.098951020940546E+001
8.425012400166597E+003	1.9520105E+000	-1.098957117271535E+001
8.440012400879059E+003	1.9500811E+000	-1.098957824974139E+001
8.455012401591521E+003	1.9481124E+000	-1.098952860501922E+001
8.470012402303983E+003	1.9462224E+000	-1.098953884951539E+001
8.485012403016444E+003	1.9443717E+000	-1.098946791471448E+001
8.500012403728906E+003	1.9423243E+000	-1.098929162688106E+001
8.515012404441368E+003	1.9405918E+000	-1.098951572711048E+001
8.530012405153830E+003	1.9386624E+000	-1.098918050119460E+001
8.545012405866291E+003	1.9367725E+000	-1.098942377510883E+001
8.560012406578753E+003	1.9348431E+000	-1.098946528994857E+001
8.575012407291215E+003	1.9329137E+000	-1.098947317022265E+001
8.590012408003677E+003	1.9308662E+000	-1.098943323276015E+001
8.605012408716138E+003	1.9289368E+000	-1.098967178776693E+001
8.620012409428600E+003	1.9269681E+000	-1.098962554282996E+001
8.635012410141062E+003	1.9250387E+000	-1.098959428774518E+001
8.650012410853524E+003	1.9230700E+000	-1.098946029422127E+001
8.665012411565986E+003	1.9210619E+000	-1.098946948509811E+001
8.680012412278447E+003	1.9190931E+000	-1.098955277163387E+001
8.695012412990909E+003	1.9172031E+000	-1.098946423658355E+001
8.710012413703371E+003	1.9152738E+000	-1.098944059906738E+001
8.725012414415833E+003	1.9134232E+000	-1.098941537196693E+001
8.740012415128294E+003	1.9114544E+000	-1.098922621067526E+001
8.755012415840756E+003	1.9095644E+000	-1.098930870451697E+001
8.770012416553218E+003	1.9074382E+000	-1.098931974463180E+001
8.785012417265680E+003	1.9053906E+000	-1.098923250708711E+001
8.800012417978141E+003	1.9035007E+000	-1.098907121037745E+001
8.815012418690603E+003	1.9014138E+000	-1.098921675543991E+001
8.830012419403065E+003	1.8993663E+000	-1.098923041256410E+001
8.845012420115527E+003	1.8973188E+000	-1.098927375947570E+001
8.860012420827989E+003	1.8952713E+000	-1.098917393254054E+001
8.875012421540450E+003	1.8933814E+000	-1.098905281222057E+001
8.890012422252912E+003	1.8914913E+000	-1.098919126944869E+001
8.905012422965374E+003	1.8894044E+000	-1.098918838045143E+001
8.920012423677836E+003	1.8873570E+000	-1.098939462103205E+001
8.935012424390297E+003	1.8852701E+000	-1.098930108745698E+001
8.950012425102759E+003	1.8831832E+000	-1.098928663674864E+001
8.965012425815221E+003	1.8810570E+000	-1.098915133859833E+001
8.980012426527683E+003	1.8788913E+000	-1.098925143307091E+001
8.995012427240144E+003	1.8768045E+000	-1.098939619319587E+001
9.010012427952606E+003	1.8747571E+000	-1.098948604139209E+001
9.025012428665068E+003	1.8723158E+000	-1.098941090330361E+001
9.040012429377530E+003	1.8703077E+000	-1.098939697800622E+001
9.055012430089992E+003	1.8683783E+000	-1.098962738303983E+001
9.070012430802453E+003	1.8663309E+000	-1.098953228315014E+001
9.085012431514915E+003	1.8641652E+000	-1.098943638726033E+001
9.100012432227377E+003	1.8620783E+000	-1.098954673093388E+001
9.115012432939839E+003	1.8599521E+000	-1.098949445216337E+001
9.130012433652300E+003	1.8576684E+000	-1.098961478042508E+001
9.145012434364762E+003	1.8555027E+000	-1.098946555532434E+001
9.160012435077224E+003	1.8531796E+000	-1.098976741344904E+001
9.175012435789686E+003	1.8510534E+000	-1.098961766331882E+001
9.190012436502147E+003	1.8487302E+000	-1.098975637905625E+001
9.205012437214609E+003	1.8464859E+000	-1.098967940965886E+001
9.220012437927071E+003	1.8442415E+000	-1.098958613561036E+001
9.235012438639533E+003	1.8419578E+000	-1.098945320511537E+001
9.250012439351995E+003	1.8397921E+000	-1.098951205343004E+001
9.265012440064456E+003	1.8375084E+000	-1.098943533058924E+001
9.280012440776918E+003	1.8352641E+000	-1.098934732730769E+001
9.295012441489380E+003	1.8329803E+000	-1.098939618683804E+001
9.310012442201842E+003	1.8305784E+000	-1.098936623790555E+001
9.325012442914303E+003	1.8282948E+000	-1.098934574586144E+001
9.340012443626765E+003	1.8258928E+000	-1.098947973480771E+001
9.355012444339227E+003	1.8235303E+000	-1.098940748965835E+001
9.370012445051689E+003	1.8212466E+000	-1.098940538979476E+001
9.385012445764150E+003	1.8188448E+000	-1.098957668215520E+001
9.400012446476612E+003	1.8165610E+000	-1.098936729063479E+001
9.415012447189074E+003	1.8140804E+000	-1.098961109644494E+001
9.430012447901536E+003	1.8116785E+000	-1.098964393691783E+001
9.445012448613998E+003	1.8092767E+000	-1.098954305725343E+001
9.460012449326459E+003	1.8069142E+000	-1.098958193194132E+001
9.475012450038921E+003	1.8044729E+000	-1.098947027702923E+001
9.490012450751383E+003	1.8023467E+000	-1.098935153224829E+001
9.505012451463845E+003	1.7998267E+000	-1.098944006539126E+001
9.520012452176306E+003	1.7974248E+000	-1.098955225194497E+001
9.535012452888768E+003	1.7952592E+000	-1.098957484703159E+001
9.550012453601230E+003	1.7930542E+000	-1.098954882990737E+001
9.565012454313692E+003	1.7908099E+000	-1.098969253971907E+001
9.580012455026153E+003	1.7885655E+000	-1.098978762994486E+001
9.595012455738615E+003	1.7861637E+000	-1.098967020962675E+001
9.610012456451077E+003	1.7834861E+000	-1.098969149144031E+001
9.625012457163539E+003	1.7810843E+000	-1.098951888466242E+001
9.640012457876001E+003	1.7786037E+000	-1.098961215998249E+001
9.655012458588462E+003	1.7767924E+000	-1.098963972968842E+001
9.670012459300924E+003	1.7758474E+000	-1.098976110228702E+001
9.685012460013386E+003	1.7738787E+000	-1.098978081219107E+001
9.700012460725848E+003	1.7717130E+000	-1.098941984393633E+001
9.715012461438309E+003	1.7692325E+000	-1.098940197805685E+001
9.730012462150771E+003	1.7669094E+000	-1.098937805329398E+001
9.745012462863233E+003	1.7645862E+000	-1.098939593138050E+001
9.760012463575695E+003	1.7621844E+000	-1.098950915604044E+001
9.775012464288156E+003	1.7597431E+000	-1.098949076703884E+001
9.790012465000618E+003	1.7573806E+000	-1.098943507042690E+001
9.805012465713080E+003	1.7549788E+000	-1.098930449995784E+001
9.820012466425542E+003	1.7525375E+000	-1.098938173803706E+001
9.835012467138004E+003	1.7498994E+000	-1.098935521521117E+001
9.850012467850465E+003	1.7475764E+000	-1.098946739464411E+001
9.865012468562927E+003	1.7452137E+000	-1.098931081124701E+001
9.880012469275389E+003	1.7428119E+000	-1.098935651780306E+001
9.895012469987851E+003	1.7403313E+000	-1.098916158169579E+001
9.910012470700312E+003	1.7377720E+000	-1.098921491650160E+001
9.925012471412774E+003	1.7374569E+000	-1.098930372506570E+001
9.940012472125236E+003	1.7360789E+000	-1.098938174808242E+001
9.955012472837698E+003	1.7339132E+000	-1.098938568154374E+001
9.970012473550159E+003	1.7316688E+000	-1.098911929081950E+001
9.985012474262621E+003	1.7292670E+000	-1.098906070368442E+001
1.000001247497508E+004	1.7271408E+000	-1.098907094334865E+001
1.001501247568754E+004	1.7246208E+000	-1.098886550296433E+001
1.003001247640001E+004	1.7221402E+000	-1.098894903999853E+001
1.004501247711247E+004	1.7196201E+000	-1.098888704354151E+001
1.006001247782493E+004	1.7171789E+000	-1.098901341034154E+001
1.007501247853739E+004	1.7146983E+000	-1.098916657424417E+001
1.009001247924985E+004	1.7120996E+000	-1.098923592874324E+001
1.010501247996232E+004	1.7096189E+000	-1.098912217104295E+001
1.012001248067478E+004	1.7071778E+000	-1.098924354923645E+001
1.013501248138724E+004	1.7046183E+000	-1.098930660795945E+001
1.015001248209970E+004	1.7019409E+000	-1.098920098916970E+001
1.016501248281216E+004	1.6992633E+000	-1.098916500322476E+001
1.018001248352462E+004	1.6967827E+000	-1.098913767638788E+001
1.019501248423709E+004	1.6943809E+000	-1.098919705787005E+001
1.021001248494955E+004	1.6920577E+000	-1.098936729915428E+001
1.022501248566201E+004	1.6894196E+000	-1.098932367872890E+001
1.024001248637447E+004	1.6868997E+000	-1.098929478710328E+001
1.025501248708693E+004	1.6841041E+000	-1.098940537847783E+001
1.027001248779939E+004	1.6815053E+000	-1.098924013241227E+001
1.028501248851186E+004	1.6788672E+000	-1.098913951291021E+001
1.030001248922432E+004	1.6761503E+000	-1.098937439016753E+001
1.031501248993678E+004	1.6734334E+000	-1.098949392509940E+001
1.033001249064924E+004	1.6708741E+000	-1.098949944178716E+001
1.034501249136170E+004	1.6680391E+000	-1.098953543790463E+001
1.036001249207417E+004	1.6653616E+000	-1.098945109927542E+001
1.037501249278663E+004	1.6624873E+000	-1.098955250969134E+001
1.039001249349909E+004	1.6598098E+000	-1.098956276792043E+001
1.040501249421155E+004	1.6570141E+000	-1.098959585444127E+001
1.042001249492401E+004	1.6542974E+000	-1.098956329040677E+001
1.043501249563647E+004	1.6515805E+000	-1.098963263791222E+001
1.045001249634894E+004	1.6488636E+000	-1.098947946841470E+001
1.046501249706140E+004	1.6458710E+000	-1.098960952377249E+001
1.048001249777386E+004	1.6431148E+000	-1.098934811186373E+001
1.049501249848632E+004	1.6404374E+000	-1.098943034325427E+001
1.051001249919878E+004	1.6376023E+000	-1.098956669883861E+001
1.052501249991125E+004	1.6349249E+000	-1.098964813448335E+001
1.054001250062371E+004	1.6320505E+000	-1.098955198860372E+001
1.055501250133617E+004	1.6290187E+000	-1.098961030095344E+001
1.057001250204863E+004	1.6261836E+000	-1.098942509054354E+001
1.058501250276109E+004	1.6233881E+000	-1.098947160072912E+001
1.060001250347355E+004	1.6204743E+000	-1.098957930882845E+001
1.061501250418602E+004	1.6174818E+000	-1.098940485561001E+001
1.063001250489848E+004	1.6145287E+000	-1.098925510929449E+001
1.064501250561094E+004	1.6115756E+000	-1.098929004759646E+001
1.066001250632340E+004	1.6084650E+000	-1.098935310517505E+001
1.067501250703586E+004	1.6054331E+000	-1.098931317635920E+001
1.069001250774832E+004	1.6025587E+000	-1.098931265018532E+001
1.070501250846079E+004	1.5994481E+000	-1.098931396460278E+001
1.072001250917325E+004	1.5964557E+000	-1.098933760110169E+001
1.073501250988571E+004	1.5934238E+000	-1.098926903713502E+001
1.075001251059817E+004	1.5904313E+000	-1.098928033308887E+001
1.076501251131063E+004	1.5874388E+000	-1.098919653233195E+001
1.078001251202310E+004	1.5843282E+000	-1.098918050183039E+001
1.079501251273556E+004	1.5813751E+000	-1.098926640524834E+001
1.081001251344802E+004	1.5781463E+000	-1.098920913672689E+001
1.082501251416048E+004	1.5749964E+000	-1.098931869342844E+001
1.084001251487294E+004	1.5718464E+000	-1.098954857533992E+001
1.085501251558540E+004	1.5686570E+000	-1.098954988276377E+001
1.087001251629787E+004	1.5655857E+000	-1.098932946473428E+001
1.088501251701033E+004	1.5623176E+000	-1.098923776539273E+001
1.090001251772279E+004	1.5592071E+000	-1.098930266457992E+001
1.091501251843525E+004	1.5559783E+000	-1.098932998429602E+001
1.093001251914771E+004	1.5527496E+000	-1.098934522248500E+001
1.094501251986017E+004	1.5495602E+000	-1.098947763265530E+001
1.096001252057264E+004	1.5462921E+000	-1.098920677085176E+001
1.097501252128510E+004	1.5432602E+000	-1.098921990459951E+001
1.099001252199756E+004	1.5401102E+000	-1.098929320095223E+001
1.100501252271002E+004	1.5367634E+000	-1.098910483540637E+001
1.102001252342248E+004	1.5335740E+000	-1.098908934175985E+001
1.103501252413495E+004	1.5304635E+000	-1.098903758827313E+001
1.105001252484741E+004	1.5274709E+000	-1.098935152334733E+001
1.106501252555987E+004	1.5241240E+000	-1.098925852866180E+001
1.108001252627233E+004	1.5207379E+000	-1.098926956496194E+001
1.109501252698479E+004	1.5174698E+000	-1.098931343219822E+001
1.111001252769725E+004	1.5140835E+000	-1.098951861203873E+001
1.112501252840972E+004	1.5106972E+000	-1.098940722542700E+001
1.114001252912218E+004	1.5071535E+000	-1.098945424932512E+001
1.115501252983464E+004	1.5036886E+000	-1.098942982458262E+001
1.117001253054710E+004	1.5002630E+000	-1.098963683700362E+001
1.117149253061740E+004	1.4999479E+000	-1.098963263353391E+001
1.117149453061749E+004	1.4999479E+000	-1.098984856858637E+001
